,kod_pkd,opis,labels
8362,2553,wierceniem głębokich otworów.,168
57457,3011,firma zajmuje się produkcją statków do przewozu gazu (lng).,227
28025,2352,produkcja gipsu do form w odlewnictwie,130
10221,1083,produkcja herbat aromatyzowanych,18
12548,1814,zszywaniem czasopism spiralą,83
56966,2899,firma zajmuje się produkcją maszyn do fotolitografii półprzewodników.,222
79095,1399,"produkcja i sprzedaż tekstyliów i fotografii, a także import wyrobów tekstylnych i materiałów produkcyjnych. jak również zajęcia na kursach.",42
25144,1712,produkcja papieru i tektury przeznaczonej wyłącznie do dalszej konwersji,73
23636,1628,produkcja uchwytów i korpusów do pędzli drewnianych,70
4921,2812,produkcją cylindrów pneumatycznych o dużej średnicy.,201
68120,2341,firma zajmuje się produkcja ceramicznych dzbanuszków,123
94390,1413,naprawa/szycie mundurów i efektów policyjnych.,46
40154,1396,firma zajmuje się produkcja taśm usztywniających przemysłowych,41
29867,2399,firma zajmuje się produkcją wyrobów z paku węglowego do celów technicznych.,141
24386,1628,firma zajuje się produkcja drewnianych szpulek na nici,70
45467,2573,firma zajmuje się produkcją narzędzi ręcznych dla mechaników.,174
67368,2225,firma zajmuje się obróbką krawędzi tworzyw sztucznych,111
100697,1413,działalność szwalnicza i krawiecka. sprzedaż odzieży.,46
20534,2442,produkcją aluminium ze stopu odlewniczego.,149
41145,1621,firma zajmuje się produkcja laminatów do mebli ogrodowych,63
96361,3212,wykonanie naszyjników z kamieni i pereł dla 3-4 jubilerów.,244
6267,1102,produkcja win gronowych wzmacnianych,26
82121,2822,główną działalnością jest obróbka metali. ponadto firma zajmuje się produkcją innego sprzętu elektrycznego oraz produkcją podzespołów do urządzeń hydraulicznych i pneumatycznych.,206
5739,1089,produkcja półproduktów do ciast,22
81159,1020,"produkcja i marketing ryb i przetworów rybnych oraz innych rzeczy, które w sposób naturalny przynależą, a także udział w innych operacjach gospodarczych związanych z celem firmy.",3
101753,2562,"spawanie, naprawy, przemysł mechaniczny.",170
23892,2731,produkcją kabli światłowodowych do instalacji podziemnych.,193
11831,2224,produkcja plastikowych płytek podłogowych,110
26636,1724,produkcja tapet papierowych do biur i hoteli,77
4289,3311,naprawą i konserwacją rurociągów naftowych.,252
4776,1086,produkcja dań mieszanych w słoiczkach,21
15906,2511,"branża: budownictwo | produkty: konstrukcje stalowe, płyty warstwowe | usługi: projektowanie, montaż konstrukcji stalowych, hal produkcyjnych i magazynowych, obiektów handlowych, myjni samochodowych, wiat stalowych, nietypowych konstrukcji, obudowa z płyt warstwowych i blachy trapezowej",158
106745,1413,"szycie, naprawianie ubrań.",46
48659,1712,"firma zajmuje się produkcja papieru do pisania, nie zajmując się jego wydawaniem ani drukowaniem",73
14070,1091,produkcja tłuszczy zwierzęcych technicznych jako komponentu paszowego,23
57417,3011,firma zajmuje się produkcją statków-przetwórni do konserwowania produktów rybołówstwa.,227
58221,1820,firma zajmuje się reprodukcja taśm z zapisami wideo dla telewizji,84
25317,2733,produkcją wtyków i gniazd modułowych.,195
1963,1032,produkcja soku limonkowego,5
6878,3012,produkcją pontonów do nurkowania.,228
25603,2511,produkcją stalowych portali bramowych.,158
44389,2511,firma zajmuje się produkcją szybów windowych ze stali.,158
4009,1081,produkcja syropu palmowego detaliczną,16
11295,2226,produkcja ozdóbek pamiątkowych z plastiku,112
1395,1020,pakowaniem ryb porcjowanych,3
29894,2399,firma zajmuje się wytwarzaniem artykułów z torfu do zastosowań laboratoryjnych.,141
58684,1811,firma zajmuje się masowym drukowaniem gazet metodą offsetową,80
84763,2712,"spółka inwestycyjna, która będzie posiadać i zarządzać akcjami, nieruchomościami i innymi klasami aktywów.",191
54678,2630,firma zajmuje się produkcją urządzeń transmisyjnych dla sieci telekomunikacyjnych.,183
55914,2813,firma zajmuje się produkcją pomp do pomiaru objętości.,202
12383,1621,impregnowaniem fornirów dekoracyjnych,63
30722,1012,firma zajmuje się transportem schłodzonego mięsa drobiowego,1
3286,1061,produkcja mąki pszennej hurtową,11
89268,1020,kupuj/sprzedawaj i zarządzaj akcjami i papierami wartościowymi.,3
80925,1623,"inwestycja, spółka holdingowa.",65
85424,2551,obróbka powierzchniowa i czyszczenie metalu suchym lodem.,166
82821,3212,"produkcja i handel biżuterią oraz inna działalność z tym związana w sposób naturalny, w tym udział w innych przedsiębiorstwach.",244
8060,2561,"branża: księgowość i rachunkowość | produkty: usługi księgowe dla jednoosobowych działalności gospodarczych i spółek z o.o. | usługi: aktualności, do pobrania, o nas, klienci, kontakt",169
89272,2829,produkcja urządzeń dźwigowych i przeładunkowych.,210
12769,2224,produkcja plastikowych bidetów,110
22906,2892,"branża: inżynieryjna | produkty: brak | usługi: brak | --- | branża: przemysł stalowy | produkty: stal, narzędzia skrawające, maszyny i urządzenia przemysłowe | usługi: produkcja stali na skalę przemysłową",216
59372,1920,firma zajmuje się mieszaniem komponentów paliw płynnych,86
25831,2712,"branża: automatyka przemysłowa | produkty: falowniki, napędy i silniki ac/dc, przemienniki częstotliwości, softstarty, zabezpieczenia silników asynchronicznych, akcesoria napędowe, sterowniki programowalne plc, panele operatorskie hmi, układy do zwrotu en",191
93559,2553,"prowadzić działalność produkcyjną, handlową, usługową i związaną z tym działalność, w tym uczestniczyć w innych spółkach prowadzących podobną działalność.",168
93681,1421,firma zajmuje się produkcją i sprzedażą odzieży wierzchniej.,50
9706,1395,produkcja włóknin ekologicznych,40
45406,2562,firma zajmuje się produkcją zamków do drzwi wewnętrznych.,170
106038,2562,"kierowcy samochodów ciężarowych, spawalnicy, prace magazynowe i drobne usługi transportowe.",170
47377,1611,firma zajmuje się przecieraniem drewna na podłogi lite,61
4479,2222,"branża: produkcja opakowań | produkty: worki foliowe (ldpe, hdpe) | usługi: produkcja worków foliowych na wymiar | --- | branża: opakowania | produkty: worki ldpe, worki hdpe, worki antystatyczne, worki w różnych kolorach, worki perforowane, worki z nadrukiem, worki do kontaktu z żywnością, worki na wymiar, worki do butelkomatów | usługi: produkcja worków foliowych według indywidualnych potrzeb klienta | --- | branża: opakowania | produkty: worki ldpe, worki hdpe, worki antystatyczne, worki w różnych kolorach, worki perforowane, worki z nadrukiem, worki do kontaktu z żywnością, worki na wymiar, worki do butelkomatów | usługi: produkcja worków foliowych według indywidualnych potrzeb klienta | --- | branża: recykling | produkty: worki do butelkomatów, worki na odpady segregowane | usługi: produkcja worków | --- | branża: recykling | produkty: worki na odpady segregowane (papier, plastik, szkło, bioodpady, zmieszane) | usługi: produkcja worków foliowych | --- | branża: opakowania foliowe | produkty: kaptury foliowe na palety, worki foliowe jako wkłady do big bagów | usługi: produkcja na indywidualne zamówienie, perforacja, nadruk, dodatki antystatyczne, poślizgowe lub inne (opcjonalnie)",108
3661,1072,produkcja herbatników śniadaniowych,14
13842,2362,produkcja gipsowych komponentów prefabrykowanych,132
86344,2599,"cenimy prywatność użytkowników używamy plików cookie, aby poprawić jakość przeglądania, wyświetlać reklamy lub treści dostosowane do indywidualnych potrzeb użytkowników oraz analizować ruch na stronie. kliknięcie przycisku „akceptuj wszystkie” oznacza zgodę na wykorzystywanie przez nas plików cookie. dostosuj odrzuć wszystkie akceptuj wszystkie powered by strona główna produkty kontakt slide 1 producent frontów aluminiowych działamy od 2007 roku od 2007 roku alumex dostarcza wysokiej jakości fro",179
26805,2910,produkcją wózków golfowych elektrycznych.,223
85455,2651,"samodzielnie, za pośrednictwem spółek posiadanych w całości lub w części, lub poprzez współpracę z innymi podmiotami gospodarczymi, do podejmowania inwestycji w udziały i wszelkiej działalności z nimi związanej, a także obrotu akcjami i papierami wartości",185
3415,1062,oczyszczaniem oleju kukurydzianego,12
6729,3220,"produkcją akordeonów, harmonijek (ustnych).",246
11184,1091,produkcja tłuszczu paszowego z przetworzonych olejów spożywczych,23
9345,3316,konserwacją systemów tlenowych w samolotach pasażerskich.,257
26598,2512,produkcją metalowych bram wjazdowych.,159
6731,3220,"produkcją instrumentów perkusyjnych (bębnów, ksylofonów).",246
86239,1611,"skup, produkcja i sprzedaż drewna opałowego oraz utrzymanie budynków.",61
1253,3091,produkcją motocykli turystycznych.,235
96040,3213,produkcja wyrobów jubilerskich,245
1478,3092,produkcją wózków inwalidzkich wyposażonych w silnik.,236
101441,1089,"rozwój i produkcja suplementów diety, odżywek sportowych i technicznych racji żywnościowych.",22
87076,1071,"niniejsza strona korzysta z plików cookie wykorzystujemy pliki cookie do spersonalizowania treści i reklam, aby oferować funkcje społecznościowe i analizować ruch w naszej witrynie. informacje o tym, jak korzystasz z naszej witryny, udostępniamy partnerom społecznościowym, reklamowym i analitycznym. partnerzy mogą połączyć te informacje z innymi danymi otrzymanymi od ciebie lub uzyskanymi podczas korzystania z ich usług. pokaż szczegóły zezwól na wszystkie spersonalizuj odmowa firmy cateringowe",13
60254,2211,firma zajmuje się produkcja opon z bieżnikiem wzmocnionym,104
103121,1812,"działalność poligraficzna i działalność pokrewna, w tym udziały w innych przedsiębiorstwach.",81
59263,1910,firma zajmuje się przemysłowym rafinowaniem smoły koksowniczej,85
69033,2345,firma zajmuje się produkcja ceramicznych zbiorników montażowych rolniczych,127
91766,2651,"sprzedaż komponentów i systemów elektrycznych i hydraulicznych do maszyn w tunelach, przemyśle naftowym, obiektach nabrzeżowych, budownictwie, górnictwie i przemyśle lotniczym w norwegii.",185
95740,3299,"produkuje systemy przenośników na zamówienie, w tym systemy sterowania i systemy operacyjne w oparciu o dokładne potrzeby, plany i projekty.",251
18291,2612,produkcją kart interfejsu do serwerów.,181
68428,2342,firma zajmuje się produkcja ceramicznych podwieszanych kompaktów wc,124
59345,1920,firma zajmuje się produkcja nowych komponentów rafineryjnych,86
49225,1723,firma zajmuje się produkcja szkolnych i biurowych artykułów piśmiennych bez druku reklamowego,76
100141,2361,"prowadzi działalność handlową na terenie norwegii, dostarcza cement wapienny m.in. do gardermoen, klofta, jessheim, strommen i stacji as.",131
68333,2342,firma zajmuje się produkcja ceramicznych spłuczek ceramicznych,124
55353,2732,firma zajmuje się produkcją przewodów ze stopów aluminium.,194
92698,1051,produkcja serów i wyrobów mleczarskich oraz udział w innych spółkach.,9
89195,2920,"działalność mechaniczna, w tym prowadzenie fabryki karoserii, działalność usługowa, handlowa i co z tym związane, w tym uczestnictwo w innych spółkach lub podobnej działalności.",224
85834,1085,"produkcja, handel, transport i co z tym związane. spółka może występować także jako udziałowiec lub w inny sposób inwestując w inne przedsiębiorstwa.",20
81062,2620,"działalność gospodarcza w zakresie technologii informatycznych i systemów pokrewnych, w tym doradztwo, doradztwo, rozwój produktów/systemów, serwis, sprzedaż sprzętu i systemów i co z tym związane. firma musi także umieć zajmować się księgowością, marketi",182
2594,2790,produkcją elektrycznych narzędzi do spawania światłowodów.,199
9094,2830,produkcją roztrząsaczy (nawozów organicznych).,211
19769,2420,produkcją zaślepek gwintowanych ze stali.,143
81589,2599,montaż balustrad i siatek ogrodzeniowych i co naturalnie się z tym wiąże.,179
81459,1399,warsztat wytwórcy filcu.,42
8949,1391,produkcja dzianin do bielizny,36
12473,1013,"produkcja mięsa królików, jego przetwarzanie i dystrybucja",2
22082,1089,produkcja nadzień jajecznych do pierogów i naleśników,22
82169,2830,"produkcja maszyn i urządzeń elektrycznych. badania techniczne, testy i analizy.",211
92653,2822,"rozwój, komercjalizacja i produkcja mechanicznych/elektrycznych systemów manipulacyjnych oraz rozwój oprogramowania.",206
68707,2344,firma zajmuje się produkcja ceramicznych magnesów do głośników,126
97285,1071,sprzedaż i wynajem pieczywa fajkowego kurtos oraz produktów do jego produkcji.,13
110073,1414,"strona główna o firmie oferta sklep galeria kontakt usługi koparkoładowarką i prace ziemne na terenie gdańska i trójmiasta firma lido działa na krajowym rynku od wielu lat. świadcząc kompleksowe usługi związane z robotami ziemnymi, staliśmy się zaufanym partnerem budowlanym wielu inwestorów. działamy rzetelnie, terminowo i zawsze dostosowując ofertę do oczekiwań klienta. czytaj więcej roboty ziemne prowadzimy sprawnie, rzetelnie i zgodnie z harmonogramem! usługi koparko-ładowarką wykorzystywane",47
39047,1105,firma zajmuje się tworzeniem piwa we współpracy z browarami domowymi,29
45642,2592,firma zajmuje się produkcją zamknięć metalowych do opakowań ciśnieniowych.,176
85590,2553,spawanie stali nierdzewnej i inżynieria procesowa.,168
9770,1395,produkcja włóknin medycznych wielowarstwowych,40
83380,2651,dostawca systemu monitorowania helideck i innych systemów dla przemysłu offshore i morskiego.,185
89045,1812,"oferujemy druk wielkoformatowych grafik, zdjęć i projektów bezpośrednio na ścianie.",81
84268,2361,udostępnij firma inwestycyjna.,131
585,2320,produkcja cegieł ogniotrwałych odpornych na żużel,120
91521,2553,"usługi spawalnicze, hydrauliczne i mechaniczne.",168
8478,1320,produkcja tkanin technicznych do filtrów,34
10827,1423,produkcja odzieży biurowej służbowej,52
17113,2051,produkcja mieszanek bioetanolu i eterów z biomasy,97
69297,2352,firma zajmuje się produkcja spoiw anhydrytowych,130
28163,2361,firma zajmuje się produkcja kanałów ściekowych betonowych,131
67794,2331,firma zajmuje się produkcja ceramicznych płytek dla przemysłu spożywczego,121
85546,1511,"sprzedaż skór i wyrobów skórzanych, import i sprzedaż oliwy z oliwek.",57
82513,1812,"spółka holdingowa, która będzie inwestować w inne biznesy.",81
14625,1072,produkcja wafli bez dodatków,14
104158,2829,produkuje i dostarcza komponenty filtrów optymalizujące zużycie energii.,210
1643,1031,produkcja mrożonych frytek,4
29178,2370,firma zajmuje się produkcją nagrobków z kamienia sztucznego,138
